Primary_Level_Key,Employment_Level_1_Title,Employment_Level_2_Title,Secondary_Level_Key,Employment_Title,Employment_Code,Employment_Type,Employment_Code_0,Employment_Code_1
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,"Refractory materials repairers, except brickmasons",49-9045,Line item,49,9045
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Line installers and repairers,49-9050,Summary,49,9050
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Electrical power-line installers and repairers,49-9051,Line item,49,9051
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Telecommunications line installers and repairers,49-9052,Line item,49,9052
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Precision instrument and equipment repairers,49-9060,Summary,49,9060
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Camera and photographic equipment repairers,49-9061,Line item,49,9061
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Medical equipment repairers,49-9062,Line item,49,9062
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Musical instrument repairers and tuners,49-9063,Line item,49,9063
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Watch and clock repairers,49-9064,Line item,49,9064
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,"Precision instrument and equipment repairers, all other",49-9069,Line item,49,9069
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,"Maintenance and repair workers, general",49-9071,Line item,49,9071
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Wind turbine service technicians,49-9081,Line item,49,9081
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,"Miscellaneous installation, maintenance, and repair workers",49-9090,Summary,49,9090
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,"Coin, vending, and amusement machine servicers and repairers",49-9091,Line item,49,9091
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Commercial divers,49-9092,Line item,49,9092
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Locksmiths and safe repairers,49-9094,Line item,49,9094
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Manufactured building and mobile home installers,49-9095,Line item,49,9095
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Riggers,49-9096,Line item,49,9096
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,Signal and track switch repairers,49-9097,Line item,49,9097
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,"Helpers--installation, maintenance, and repair workers",49-9098,Line item,49,9098
49-0000,"Installation, maintenance, and repair occupations","Other installation, maintenance, and repair occupations",49-9000,"Installation, maintenance, and repair workers, all other",49-9099,Line item,49,9099
